title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数
磁性姓名牌，亚克力姓名标签​​，REAP 型号 7024、7020、7019（1 件）,型号 7019（75x40mm。）,1.68,https://cf.shopee.co.th/file/87b71ec63e17af29ecfcfb666c0708ae,http://shopee.co.th/product/46752973/4012521076,School & Office Equipment,Lanyards & Name Tags,IVCN2026051137262,12143252239,https://detail.1688.com/offer/651494918327.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i8&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/5/14,4012521076,1.68,低价品,1
#TD-2033 原装 HBW 胶带座（中号）适用于小卷和大卷胶带,TD-2033 黑色,1.88,https://cf.shopee.ph/file/5e44160729d70b01905493eb3d4d66fb,http://shopee.ph/product/12939113/2447297309,School & Office Equipment,Strings & Tapes,IVCN2026051137264,5122208449,https://detail.1688.com/offer/674312945539.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21360a2e17688974925793185e0f33&token=ssghv1SkQItWDF66kFbDnASY688H4RjIW89MADJAJ5ZlfK5APvDFcRUlT62tgyiN,P1,2026/5/14,2447297309,1.88,低价品,1
A4/A5/A6纸张亚克力支架，加厚材质，透明二维码框，马来西亚现货,A5,1.22,https://cf.shopee.com.my/file/my-11134207-7rasi-m1zyxsc0vd14db,http://shopee.com.my/product/998462630/28016046491,School & Office Equipment,"Folders, Paper Organizers & Accessories",IVCN202605123567,215512648918,https://detail.1688.com/offer/610789791057.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/5/14,28016046491,1.22,低价品,1
BYZ TAPE 12mm 标签带兼容 Dymo LetraTag LT100H 贴标机 12267 91201 91200 91202 色带适合 Dymo 贴标机,黑色底透明,1.31,https://cf.shopee.com.my/file/sg-11134201-22120-akvd79vfeclv39,http://shopee.com.my/product/881301460/21069343911,School & Office Equipment,Label Printers,IVCN2026051137272,220577730649,https://detail.1688.com/offer/626530510936.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b0fdc4f17683786662447112e0f15&token=AuIvAJDZ9NjzCs1czdFX1VH0%2FGopWIGgQE4Za03mBx42KLrTIP8wxVzETEGQo2o2,P1,2026/5/14,21069343911,1.31,低价品,1
[每捆100个] 各种尺寸的深灰色塑料邮寄信封、包裹袋，防水，价格低廉，带粘性条。,深灰色（32*45）,1.94,https://cf.shopee.co.th/file/th-11134207-7r98w-m0a08ahy4cze60,http://shopee.co.th/product/388514340/19856246427,Letters & Envelopes,Envelopes & Angpao,IVCN202605123569,230059382595,,P2,2026/5/14,19856246427,1.94,低价品,1
COD铭牌/姓名牌,定制铭牌、磁铁,4.36,https://cf.shopee.ph/file/ph-11134207-7rase-m4ywixjq2qv61b,http://shopee.ph/product/308610841/2916627524,School & Office Equipment,Lanyards & Name Tags,IVCN2026051137288,290454275266,,P2,2026/5/14,2916627524,4.36,低价品,1
布料剪刀，有金、铜、银三种手柄可选，尺寸分别为 8.5 英寸、9.5 英寸和 10.5 英寸。,8.5英寸，银色手柄。,4.88,https://cf.shopee.co.th/file/e33f094bddb75e0fe441aa3aab784e08,http://shopee.co.th/product/188380000/7849781828,School & Office Equipment,Scissors,IVCN2026051130640,30819698280,https://detail.1688.com/offer/651797839594.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21088ae017422648818838784e1b10&token=wNxI8XHDoeL5izMRan0c0rBuuHgCYLkIvKzAVpR9dSM1PinZKTDF03u1w5YMa5uD,P1,2026/5/14,7849781828,4.88,低价品,4
数字油画 20x20厘米 画布框 数字油画 装饰墙画,菊花，20*20厘米,1.05,https://cf.shopee.ph/file/cn-11134207-820l4-mei1xrheoe835e,http://shopee.ph/product/872903325/29314730019,Art Supplies,Others,IVCN2026051123358,234494974070,,P2,2026/5/14,29314730019,1.05,低价品,20
公共卫生部挂绳+身份证卡套⚡️支持货到付款⚡️,财政部 + 透明框架,4,https://cf.shopee.co.th/file/th-11134207-81ztq-mha7de51wetn7b,http://shopee.co.th/product/392390230/8856964620,School & Office Equipment,Lanyards & Name Tags,IVCN2026051136466,445165065690,,P2,2026/5/14,8856964620,4,低价品,1
大师级油画棒，25色（粉彩）,大师级油画棒，25色（粉彩）,3.67,https://cf.shopee.co.th/file/th-11134211-7ras8-mamlzw6fwbp247,http://shopee.co.th/product/122206196/1953253620,Art Supplies,Crayons & Pastels,IVCN2026051137296,72149258639,https://detail.1688.com/offer/43208575213.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=385803709e6e425f916c9eda0066d60a&sessionid=f2991762a8204f85990ed010364cb4d3,P1,2026/5/14,1953253620,3.67,低价品,1
3M Scotch 透明胶带，600 号，1 英寸卷芯，36 码长。,1英寸,2.45,https://cf.shopee.co.th/file/8493d95ef765d3a4244b69c02909794f,http://shopee.co.th/product/252770703/11058344629,School & Office Equipment,Strings & Tapes,IVCN2026051137298,85270955655,,P2,2026/5/14,11058344629,2.45,低价品,1
象牌 A4 塑料纽扣信封，1 打（12 个）,各种颜色商店,3.86,https://cf.shopee.co.th/file/th-11134207-7ras8-m0mvefvyvcu27c,http://shopee.co.th/product/274500079/25036501304,School & Office Equipment,"Folders, Paper Organizers & Accessories",IVCN2026051137104,109273910956,https://detail.1688.com/offer/816333418320.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2108837b17684754576784203e0fef&token=TsOSU1AxIDZYSIIPy3WCVzQxgcyhpa%2FU55RDmmF00G1tPolCuJk5O%2FVLm4W0BL2n,P1,2026/5/14,25036501304,3.86,低价品,2
PVC切割垫 A3 A4 A5 自愈垫 双面切割板 DIY雕刻烘焙,A3 浅粉色,3.52,https://cf.shopee.ph/file/ph-11134201-7qukx-ljnkn59b4ktod6,http://shopee.ph/product/274874355/4354689739,School & Office Equipment,Pen Knives & Paper Cutters,IVCN202605123579,59237700645,https://detail.1688.com/offer/742834749099.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/5/14,4354689739,3.52,低价品,1
EVA泡沫胶带，单面胶带。,3厘米，2毫米。,1.27,https://cf.shopee.co.th/file/th-11134207-7r98t-lxtc6rkv6ci71f,http://shopee.co.th/product/180340479/25433584918,School & Office Equipment,Strings & Tapes,IVCN2026051134960,217656925403,https://detail.1688.com/offer/617670855296.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/5/14,25433584918,1.27,低价品,2
Master Art几何圆规套装 F-713 / F-719（半圆圆规，1套）,F713 普通铅笔,3.07,https://cf.shopee.co.th/file/th-11134207-7r98q-m0bb6t0n1pzsef,http://shopee.co.th/product/87642797/12047027092,School & Office Equipment,"Rulers, Protractors & Stencils",IVCN2026051137324,132127500036,https://detail.1688.com/offer/982000694611.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/5/14,12047027092,3.07,低价品,1
5个装重型证件卡套，硬塑料竖款硅胶软透明PVC卡套，姓名牌套,身份证卡套 x 5,1.75,https://cf.shopee.com.my/file/eeef4ecfcf5add9cb49d9ea19c3a829e,http://shopee.com.my/product/23879473/18136543057,School & Office Equipment,Lanyards & Name Tags,IVCN2026051137328,126558590513,https://detail.1688.com/offer/612138303409.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,2026/5/14,18136543057,1.75,低价品,1
各种尺寸快递袋传单优质白色哑光灰色包装封条（小号、中号、大号）CB05,45x60厘米，约25件，光面,3.99,https://cf.shopee.com.my/file/00cec80d284504bc1abd3ca22c951975,http://shopee.com.my/product/9584069/14190226327,Letters & Envelopes,Others,IVCN2026051116712,126360219910,https://detail.1688.com/offer/542365892674.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A2150072f17376253517382507e1627&token=IdDQBbDbXPiuvPM8ifzhdfnlbK%2B1wjjLefszSQL3eCXJ%2Bp76CvSq6Ie45OZuGol%2B&tracelog=cps&clickid=60d6862f459bbe8123f8ac89e8b2c399,P1,2026/5/14,14190226327,3.99,低价品,5
蜡笔，无毒蜡笔，无毒儿童蜡笔，丝滑蜡笔，儿童益智涂色玩具，安全绘画蜡笔，超大号蜡笔，可水洗，不弄脏双手。,24 [粉色],1.06,https://cf.shopee.co.th/file/cn-11134207-820l4-mjt9jwvo39qd98,http://shopee.co.th/product/1526991281/28936830061,Art Supplies,Crayons & Pastels,IVCN2026051137332,260146201362,https://detail.1688.com/offer/721150598409.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/5/14,28936830061,1.06,低价品,1
1个纯色可伸缩拉绳钥匙证件套姓名牌挂绳夹,蓝色的,2.29,https://cf.shopee.ph/file/th-11134201-23030-ptlu3y4xunov08,http://shopee.ph/product/272922010/22437926581,School & Office Equipment,Lanyards & Name Tags,IVCN202605123587,156800591500,https://detail.1688.com/offer/665779779460.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/5/14,22437926581,2.29,低价品,1
爱心* 6支装尼龙丙烯油画颜料水粉画笔，适用于艺术家用品水彩套装,橙子,1.04,https://cf.shopee.ph/file/cn-11134207-820l4-mepeiz6hcbuo54,http://shopee.ph/product/135511368/28941576299,Art Supplies,Paint Brushes,IVCN2026051137336,306570598444,https://detail.1688.com/offer/823800379408.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b52090217664736302728340e104b&token=M8sXeOiv%2BLf68doeaM554w75h%2B0rp67dVYkBNV6j%2ByghBVE1pRv46PWE07QQxzrz,P1,2026/5/14,28941576299,1.04,低价品,1
10个装 T-985V 双面证件套保护套 竖款 适用于学校和办公室证件卡,黑色 - 10 件装,1.03,https://cf.shopee.ph/file/ph-11134207-81ztf-mmfsi36bkhdw65,http://shopee.ph/product/49559356/42860758738,School & Office Equipment,Lanyards & Name Tags,IVCN2026051136580,243686450396,,P2,2026/5/14,42860758738,1.03,低价品,3
NORI 地毯胶带，12mm x 15m。,12毫米 x 15米 海苔芯,3.96,https://cf.shopee.co.th/file/th-11134207-7r992-lughfz83bbji76,http://shopee.co.th/product/200375207/14408616936,School & Office Equipment,Strings & Tapes,IVCN2026051137342,86044239519,https://detail.1688.com/offer/642184600033.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,2026/5/14,14408616936,3.96,低价品,1
【现货】毛毡背景板 40*60cm 方形公告板留言照片墙背景板,深驼色+棕色框架,2.01,https://cf.shopee.ph/file/cn-11134207-7ras8-maxrret9phv078,http://shopee.ph/product/1552124751/43404142523,School & Office Equipment,Writing Boards & Board Stands,IVCN2026051137348,260351981494,,P2,2026/5/14,43404142523,2.01,高价品，流量翻倍,1
【XMT】9层透明大容量学生PU皮铅笔袋,MH001 绿色,1.38,https://cf.shopee.ph/file/ph-11134207-7r991-lyykon11li4e7b,http://shopee.ph/product/226216453/27257956516,School & Office Equipment,Pencil Cases,IVCN2026051122086,178359119308,https://detail.1688.com/offer/762973343355.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/5/14,27257956516,1.38,低价品,3
电工胶带，多种颜色，19毫米宽，10米长，10卷一包。,黑色，1 包,0.91,https://cf.shopee.co.th/file/4ff8427247c5452c0b0abf0b457b9728,http://shopee.co.th/product/71389382/7245505322,School & Office Equipment,Strings & Tapes,IVCN2026051129832,60535445032,https://detail.1688.com/offer/5757385421.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A&tracelog=cps&clickid=ec8a19ca921e6b6ffd53c3e33e9d9dd&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD5C1BD6ABB449CE46147FC88EA63CBAC31FEFBD3966EDE4DF88C915D5486E33D13E749B3EAAA586198A75E16F4D2266F2847DABD1A5FFFA4FF39BCCC32D4625E68DD47AF6FEC9241CC79F982F2298161E9E1CDCC61CE53CB55EAE94B55D11C24382E2E13A73F1E7B87FB385663ED8A17337EEF6D699BA67CE2BA95CC4F9A8AC7A4F8B44B6461A39C9335A97FC3365243B8AC2438256AB6C4AB8D99D7D1B248F7446C3D477EEB21278BA6F2A4638BCBDD7F3AFC9295174EB3198B13A7E68D2274ED6DD61A8,P0,2026/5/14,7245505322,0.91,低价品,1
T5000 E8000 T8000 B7000 T7000 多用途 Relife 粘合剂，适用于手机屏幕液晶屏维修工具,15 毫升，E8000 / T8000,1.11,https://cf.shopee.com.my/file/my-11134207-7r98r-lynjbhiyina871,http://shopee.com.my/product/14255596/608957024,School & Office Equipment,Glues,IVCN2026051137356,3410331292,https://detail.1688.com/offer/867738732649.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/5/14,608957024,1.11,低价品,1
深灰色塑料邮寄信封/邮政袋/塑料邮寄袋/包裹袋/自粘包裹袋/防水塑料信封。优质产品。,深灰色（25*35）,0.98,https://cf.shopee.co.th/file/th-11134207-7r98p-m0b5n72ctha297,http://shopee.co.th/product/457978404/20956174918,Letters & Envelopes,Envelopes & Angpao,IVCN2026051129651,202825614470,https://detail.1688.com/offer/848280867969.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A2104999217496399352165943e13b7&token=2y8C8A7fsTLaKTud%2BJWbUByqpas0ZnCCfJ6UDS2HN4jRJTTNokaaXLvggKxoR85S&tracelog=cps&clickid=3453bb2f4256aff12ff6fc13d2be48c8&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDC647DB51A97936BD5F83647F0B0989082DDD68BA75746167D914B587945FCB4AA7EEF6D6099BA67CE2BA95CC4F9A8AC07D6C28D7B5FC89F5C5C32C17DA5B1A5DDF1527E6D68810222A1871CB904C1F63C98837A48461BC62DFB6D1CA54B89361D2EE863F4BF5337DB6E0DB2E22FD0911582A467EF598D0721,P1,2026/5/14,20956174918,0.98,低价品,5
20W 电加热热熔胶枪 DIY 工具 热熔胶枪棒 含 100 片,40支胶棒,3.89,https://cf.shopee.com.my/file/my-11134207-7rasf-m9zo5rzcv31wc4,http://shopee.com.my/product/1498869786/43451547560,School & Office Equipment,Glues,IVCN2026051137370,39563444897,https://detail.1688.com/offer/819262800601.html?spm=a26352.13672862.offerlist.10.39863f0aeZypV0,P1,2026/5/14,43451547560,3.89,低价品,1
🦷 白色牙科石膏，1公斤装。优质石膏，适用于牙齿、手部和足部模型制作。质地坚固细腻，品质上乘。,🦷 白色牙科石膏，1公斤装。优质石膏，适用于牙齿、手部和足部模型制作。质地坚固细腻，品质上乘。,1.73,https://cf.shopee.co.th/file/th-11134207-81ztn-memybta61rlx80,http://shopee.co.th/product/7361291/11106317646,Art Supplies,Others,IVCN202605123595,45582775000,,P2,2026/5/14,11106317646,1.73,低价品,1
Macaroni 木质图钉、优质彩色图钉、软木板、照片墙图钉、毛毡板固定图钉、DIY 手工图钉、Instagram 风格办公用品,彩色图钉，80个,0.9,https://cf.shopee.vn/file/sg-11134201-7rffp-m95qsqp8631jb9,http://shopee.vn/product/924360539/28485411797,School & Office Equipment,"Clips, Pins & Tacks",IVCN2026051137384,243332912473,,P2,2026/5/14,28485411797,0.9,低价品,1
曼谷发货。【新款】双面印刷，防水，配有可调节挂绳，适用于员工或学生证。,＃黑色的,1.46,https://cf.shopee.co.th/file/th-11134207-81ztm-mikrphvykagw75,http://shopee.co.th/product/234495628/45153498117,School & Office Equipment,Lanyards & Name Tags,IVCN2026051134238,292276352860,,P2,2026/5/14,45153498117,1.46,低价品,6
考勤打卡机 孔卡 100张,打孔卡,4.5,https://cf.shopee.com.my/file/sg-11134201-22110-cbchqi4yv0jv72,http://shopee.com.my/product/57657962/1871651314,School & Office Equipment,Others,IVCN2026051137392,3223090663,https://detail.1688.com/offer/909607219328.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b5e33cf17590522522372170e0fe7&token=Me0ZSKc5Q6uMWwmxWn286HuOrV%2BTggqmLUMc5A%2Bv1nVqkCVPsMVUAI3cm4rrdZyx,P0,2026/5/14,1871651314,4.5,低价品,1
丙烯颜料套装 12ml 12/18/24/36色 艺术家绘画颜料,12种颜色,3.94,https://cf.shopee.com.my/file/sg-11134202-7qvfj-limrdibd3dvx29,http://shopee.com.my/product/86425241/22969421186,Art Supplies,Acrylic Paint,IVCN2026051137396,138634347044,https://detail.1688.com/offer/695180907598.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2108837b17544539874726865e0fe1&token=yFPiok6p8Rr1iTmK6BP8Kofh7JWohDSDM5b1VPK8PvBEsC%2BUSaqnlospDhYH0Ikd,P1,2026/5/14,22969421186,3.94,低价品,1
极简主义储蓄日历计划表，壁挂式，有3种颜色可选。尺寸：41 x 43 厘米。,B,3.89,https://cf.shopee.co.th/file/sg-11134201-7rd50-m7nj730guwnbdc,http://shopee.co.th/product/1076758152/28780516233,School & Office Equipment,Calendars,IVCN2026051137400,147749258420,https://detail.1688.com/offer/648343385019.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/5/14,28780516233,3.89,低价品,1
信封式省钱挑战 PU 皮革防水迷你活页夹 省钱簿 现金册,红色组合锁,4.54,https://cf.shopee.com.my/file/my-11134207-7rasi-m7rs7i4m9i0ne4,http://shopee.com.my/product/730728901/29024593787,School & Office Equipment,"Folders, Paper Organizers & Accessories",IVCN2026051127414,129297490999,https://detail.1688.com/offer/975795204869.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/5/14,29024593787,4.54,低价品,4
新乔亚克力V型和L型展示架/会议架/价格展示架/透明卡片夹,（L）180x55毫米,1.19,https://cf.shopee.com.my/file/sg-11134202-7rbk0-ll0dakvi03xs58,http://shopee.com.my/product/110136638/10961094118,School & Office Equipment,"Folders, Paper Organizers & Accessories",IVCN2026051130512,67565659010,https://detail.1688.com/offer/969878978340.html?spm=a26352.13672862.offerlist.148.63071e62ID8mng&cosite=-&tracelog=p4p&_p_isad=1&clickid=149a6af64b844bbcb973409c8270c5f5&sessionid=541478e7aae2242c2f9bbc5f9bebd14f,P1,2026/5/14,10961094118,1.19,低价品,1
100个装快递袋 聚乙烯邮寄袋 防水包裹袋 自粘包装运输袋,粉色，S,3.38,https://cf.shopee.ph/file/ph-11134207-7rasm-m3w25fh4zoxmd9,http://shopee.ph/product/786052474/19166055859,Letters & Envelopes,Others,IVCN2026051134454,232052613400,https://detail.1688.com/offer/897569477443.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i10&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/5/14,19166055859,3.38,低价品,2
四合一T恤尺规/中心定位设计工具，适用于婴儿、幼儿、青少年和成人,四合一尺子指南,3,https://cf.shopee.ph/file/ph-11134207-7r990-lvfqt8r6qymp90,http://shopee.ph/product/49778750/15046067818,School & Office Equipment,"Rulers, Protractors & Stencils",IVCN2026051137406,118949025509,https://detail.1688.com/offer/636721017139.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,2026/5/14,15046067818,3,低价品,1
织物胶和DIY项目胶水，30毫升。,这里有标签。,0.6,https://cf.shopee.co.th/file/9fb7362acc65a223cdb832a7ecd9e9fa,http://shopee.co.th/product/42551984/5801948320,School & Office Equipment,Glues,IVCN2026051137408,151960147510,https://detail.1688.com/offer/679986398334.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,2026/5/14,5801948320,0.6,低价品,1
Oneworkstory 回形针 15/19/25/32/41/51mm，黑色夹子，彩色夹子，纸夹，文件夹夹,51毫米，12个,3.88,https://cf.shopee.co.th/file/th-11134207-81ztd-mh8l13ke2ryne1,http://shopee.co.th/product/236234077/9600330847,School & Office Equipment,"Clips, Pins & Tacks",IVCN2026051137412,80019731165,https://detail.1688.com/offer/639692503732.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/5/14,9600330847,3.88,低价品,3
Oneworkstory 回形针 15/19/25/32/41/51mm，黑色夹子，彩色夹子，纸夹，文件夹夹,黑色 15mm，60 片。,1.73,https://cf.shopee.co.th/file/th-11134207-81ztp-mh8lbqmh6ubu09,http://shopee.co.th/product/236234077/9600330847,School & Office Equipment,"Clips, Pins & Tacks",IVCN2026051137412,272172729789,,P2,2026/5/14,9600330847,1.73,低价品,3
马（ตราม้า）印台，橡胶印台，含墨水，数字 00、1、2、3、4（1 个印台）,00号（农+丹）,2.12,https://cf.shopee.co.th/file/th-11134207-7r98w-lwqul0hjrzkf58,http://shopee.co.th/product/87642797/6838833862,School & Office Equipment,Ink Stamps & Pads,IVCN202605123603,185843105939,,P2,2026/5/14,6838833862,2.12,低价品,1
教师节环保帆布包 教师铅笔收纳袋 拉链化妆包 旅行收纳袋 铅笔袋 护士节 教师节礼物,一个,2.79,https://cf.shopee.com.my/file/sg-11134201-7rd5u-lw57o3qyulku2a,http://shopee.com.my/product/1223198512/25281700215,School & Office Equipment,Pencil Cases,IVCN2026051137426,147330112611,https://detail.1688.com/offer/844812990993.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/5/14,25281700215,2.79,低价品,1
马蹄形夹式标牌支架，4厘米尺寸，适用于桌号、菜单、价格标签、明信片、图片、不锈钢、餐垫、标牌夹。,4厘米金色马蹄铁,2.55,https://cf.shopee.co.th/file/sg-11134201-81zu1-mmlstkep5e6n5d,http://shopee.co.th/product/243713007/43951398627,School & Office Equipment,"Clips, Pins & Tacks",IVCN202605123605,280113742801,https://detail.1688.com/offer/599743018368.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A210840cb17586239730104945e0c78&token=cvMKShCF9Ru877oxsmLnD8TTf%2Bw7doJHEQd%2FeChspa0dHyBIjKLfCgHLvMVWTBC7&tracelog=cps&clickid=e74fc9785c0f833854a6cf19f18f18df&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDC1A4C01B612DF5B71FE63F16783B138E93E895CEC500FA2E7446A597D2A1BC7947EEF6D6099BA67CE089F770C23C101B73DF8A548C452035C06632F0715FF6A8433BAB20A0B9251DE4F16ED209112AFEC8580938EC3499165E31C9E44833E2EFD288A3F83B699DADE153D80C1A2F2788665CE96DDEA0D2A5FCC582C4DC7F7CD4DE98828B184CFE7D1%26cbu_cps_trace_flag%3Dwrite,P1,2026/5/14,43951398627,2.55,低价品,1
曼谷发货。【新款】双面印刷，防水，配有可调节挂绳，适用于员工或学生证。,＃紫色的,1.24,https://cf.shopee.co.th/file/th-11134207-81ztf-mikrivl7kpabed,http://shopee.co.th/product/234495628/45153498117,School & Office Equipment,Lanyards & Name Tags,IVCN2026051134238,292276352867,,P2,2026/5/14,45153498117,1.24,低价品,6
SKPT硅胶牛皮纸胶带 50米 现货,48毫米，50米,1.23,https://cf.shopee.com.my/file/sg-11134201-7rcdp-lr72vuqflgy810,http://shopee.com.my/product/168086799/20866119204,School & Office Equipment,Strings & Tapes,IVCN2026051137440,137203529022,https://detail.1688.com/offer/683452589341.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/5/14,20866119204,1.23,低价品,1
办公用回形针、文件夹、蝴蝶夹，小巧实惠的粉彩色金属夹，用途广泛,15毫米夹子，一盒120个,1.95,https://cf.shopee.vn/file/vn-11134207-820l4-mg5zumlolvre1c,http://shopee.vn/product/1371444175/29914693001,School & Office Equipment,"Clips, Pins & Tacks",IVCN2026051137444,186326195463,https://detail.1688.com/offer/963588946905.html?kj_agent_plugin=aliprice&fromkv=xytTrace:210702e017666344631576344e0ddd&token=73TdDWD3NKN9B2iLQj%2Bet3FJJdlSSCYXweio8w2uEwGeVY%2B2g9GFSR%2BpSivq9G2y,P1,2026/5/14,29914693001,1.95,中价品,1
【XMT】9层透明大容量学生PU皮铅笔袋,MH001 浅紫色,1.51,https://cf.shopee.ph/file/ph-11134207-7r991-lyykoqh2legqdd,http://shopee.ph/product/226216453/27257956516,School & Office Equipment,Pencil Cases,IVCN2026051122086,226651717085,https://detail.1688.com/offer/762973343355.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/5/14,27257956516,1.51,低价品,3
5合1多功能多刻度尺，扇形尺，折叠尺，适用于工程师和建筑师,黑色-19厘米,1.22,https://cf.shopee.ph/file/ph-11134207-7ras8-m9o3lsx7dbub30,http://shopee.ph/product/716733951/41050573598,School & Office Equipment,"Rulers, Protractors & Stencils",IVCN2026051137452,295046021790,,P2,2026/5/14,41050573598,1.22,低价品,1
文件夹夹 12 个（12 个）,2英寸或51毫米,0.93,https://cf.shopee.ph/file/16add560fb29593cc2eff2d43d357545,http://shopee.ph/product/97801736/5216486307,School & Office Equipment,"Clips, Pins & Tacks",IVCN2026051137462,13432040268,https://detail.1688.com/offer/898194059602.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/5/14,5216486307,0.93,低价品,1
大号铅笔盒，带提手，3 个隔层，2 个拉链，附赠一个软甜甜圈。,天空,1.3,https://cf.shopee.co.th/file/th-11134207-7r991-lny23ho2n968bf,http://shopee.co.th/product/65635497/23086147471,School & Office Equipment,Pencil Cases,IVCN2026051136730,207141180203,https://detail.1688.com/offer/833897239195.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf8ca8917519420702354444e0e0a&token=CaM9sex4Uj9q2WND23vDrkUuxZ5tXvdhqlCDZw1fI%2Fnh1oARwMmgtbicA5nb2XFF,P1,2026/5/14,23086147471,1.3,低价品,2
用于会员卡、积分累积的橡皮图章。,1厘米印章，黑色墨水。,1.61,https://cf.shopee.co.th/file/ba2086d6564c49ba20de74d464112a93,http://shopee.co.th/product/231076770/3347106433,School & Office Equipment,Ink Stamps & Pads,IVCN2026051136828,21570124673,,P2,2026/5/14,3347106433,1.61,低价品,2
A4、A5、A6亚克力桌面标牌，木纹设计。,黑色木纹图案 - A6,1.76,https://cf.shopee.co.th/file/th-11134207-7r98u-lp0jdsix10n282,http://shopee.co.th/product/681609925/22785358410,School & Office Equipment,Others,IVCN2026051111217,158456943196,https://detail.1688.com/offer/833583487154.html?fromkv=cbuPcPlugin:imageSearchDrawer&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/5/14,22785358410,1.76,低价品,4
